air_temp,Difuse Horizontal Irradiation,Direct Normal Irradiation,Global Horizontal Irradiation,Global Tilted Irradiation,timestamp,active_power_mean_w,neg_ac_energy_wh,pos_ac_energy_wh,hour,date,input_energy_wh,efficiency
17,0,0,0,0,2024-06-16 01:00:00+03:00,0,0,0,1.0,2024-06-15,0.0,0.0
17,0,0,0,0,2024-06-16 01:30:00+03:00,0,0,0,1.5,2024-06-15,0.0,0.0
16,0,0,0,0,2024-06-16 02:00:00+03:00,0,0,0,2.0,2024-06-15,0.0,0.0
16,0,0,0,0,2024-06-16 02:30:00+03:00,0,0,0,2.5,2024-06-15,0.0,0.0
15,0,0,0,0,2024-06-16 03:00:00+03:00,0,0,0,3.0,2024-06-16,0.0,0.0
15,0,0,0,0,2024-06-16 03:30:00+03:00,0,0,0,3.5,2024-06-16,0.0,0.0
14,0,0,0,0,2024-06-16 04:00:00+03:00,0,0,0,4.0,2024-06-16,0.0,0.0
14,0,0,0,0,2024-06-16 04:30:00+03:00,0,0,0,4.5,2024-06-16,0.0,0.0
14,0,0,0,0,2024-06-16 05:00:00+03:00,0,0,0,5.0,2024-06-16,0.0,0.0
14,0,0,0,0,2024-06-16 05:30:00+03:00,0,0,0,5.5,2024-06-16,0.0,0.0
14,0,0,0,0,2024-06-16 06:00:00+03:00,0,0,0,6.0,2024-06-16,0.0,0.0
14,0,0,0,0,2024-06-16 06:30:00+03:00,0,0,94,6.5,2024-06-16,0.0,0.0
14,15,12,17,18,2024-06-16 07:00:00+03:00,29440,0,6883,7.0,2024-06-16,35283.6,0.19507646612023719
14,58,175,87,118,2024-06-16 07:30:00+03:00,82628,0,21669,7.5,2024-06-16,231303.6,0.09368206979917303
15,91,352,189,247,2024-06-16 08:00:00+03:00,151261,0,39419,8.0,2024-06-16,484169.4,0.08141571937425207
16,120,466,300,372,2024-06-16 08:30:00+03:00,228550,0,59733,8.5,2024-06-16,729194.4,0.08191642722434511
17,151,514,404,479,2024-06-16 09:00:00+03:00,289206,0,74653,9.0,2024-06-16,938935.8,0.07950809842376869
18,139,659,526,614,2024-06-16 09:30:00+03:00,292414,0,69384,9.5,2024-06-16,1203562.8,0.057648840592281515
19,136,730,627,719,2024-06-16 10:00:00+03:00,331241,0,63336,10.0,2024-06-16,1409383.8,0.04493878814273301
20,145,757,710,800,2024-06-16 10:30:00+03:00,435840,0,112061,10.5,2024-06-16,1568160.0,0.07146018263442507
21,151,777,779,868,2024-06-16 11:00:00+03:00,404995,0,107329,11.0,2024-06-16,1701453.6,0.06308076811498121
22,216,675,793,869,2024-06-16 11:30:00+03:00,397544,0,97688,11.5,2024-06-16,1703413.8,0.05734836714367349
23,307,522,771,829,2024-06-16 12:00:00+03:00,484643,0,125730,12.0,2024-06-16,1625005.8,0.07737203153367206
23,352,446,755,803,2024-06-16 12:30:00+03:00,396383,0,101040,12.5,2024-06-16,1574040.6,0.06419148273557873
24,334,480,770,822,2024-06-16 13:00:00+03:00,320041,0,82245,13.0,2024-06-16,1611284.4000000001,0.05104313056093635
24,312,512,769,826,2024-06-16 13:30:00+03:00,349595,0,97108,13.5,2024-06-16,1619125.2,0.05997559669876054
24,402,243,614,634,2024-06-16 14:00:00+03:00,203717,0,52332,14.0,2024-06-16,1242766.8,0.04210926780470801
24,371,0,371,358,2024-06-16 14:30:00+03:00,378487,0,85451,14.5,2024-06-16,701751.6,0.12176815841958893
25,398,98,471,473,2024-06-16 15:00:00+03:00,204632,0,55467,15.0,2024-06-16,927174.6,0.05982368369452744
24,264,0,264,255,2024-06-16 15:30:00+03:00,175718,0,42872,15.5,2024-06-16,499851.0,0.08576955932867995
24,172,0,172,166,2024-06-16 16:00:00+03:00,100671,0,25845,16.0,2024-06-16,325393.2,0.07942698249379519
24,113,0,113,109,2024-06-16 16:30:00+03:00,64549,0,16584,16.5,2024-06-16,213661.80000000002,0.07761799254710013
23,79,0,79,76,2024-06-16 17:00:00+03:00,25056,0,6536,17.0,2024-06-16,148975.2,0.043873074176104476
23,69,0,69,67,2024-06-16 17:30:00+03:00,8843,2,2318,17.5,2024-06-16,131333.4,0.017649737233635922
22,60,0,60,57,2024-06-16 18:00:00+03:00,0,16,0,18.0,2024-06-16,111731.40000000001,0.0
22,16,0,16,16,2024-06-16 18:30:00+03:00,0,0,0,18.5,2024-06-16,31363.2,0.0
21,0,0,0,0,2024-06-16 19:00:00+03:00,0,0,0,19.0,2024-06-16,0.0,0.0
21,0,0,0,0,2024-06-16 19:30:00+03:00,0,0,0,19.5,2024-06-16,0.0,0.0
20,0,0,0,0,2024-06-16 20:00:00+03:00,0,0,0,20.0,2024-06-16,0.0,0.0
20,0,0,0,0,2024-06-16 20:30:00+03:00,0,0,0,20.5,2024-06-16,0.0,0.0
19,0,0,0,0,2024-06-16 21:00:00+03:00,0,0,0,21.0,2024-06-16,0.0,0.0
19,0,0,0,0,2024-06-16 21:30:00+03:00,0,0,0,21.5,2024-06-16,0.0,0.0
19,0,0,0,0,2024-06-16 22:00:00+03:00,0,0,0,22.0,2024-06-16,0.0,0.0
19,0,0,0,0,2024-06-16 22:30:00+03:00,0,0,0,22.5,2024-06-16,0.0,0.0
19,0,0,0,0,2024-06-16 23:00:00+03:00,0,0,0,23.0,2024-06-16,0.0,0.0
18,0,0,0,0,2024-06-16 23:30:00+03:00,0,0,0,23.5,2024-06-16,0.0,0.0
18,0,0,0,0,2024-06-17 00:00:00+03:00,0,0,0,0.0,2024-06-16,0.0,0.0
17,0,0,0,0,2024-06-17 00:30:00+03:00,0,0,0,0.5,2024-06-16,0.0,0.0
17,0,0,0,0,2024-06-17 01:00:00+03:00,0,0,0,1.0,2024-06-16,0.0,0.0
16,0,0,0,0,2024-06-17 01:30:00+03:00,0,0,0,1.5,2024-06-16,0.0,0.0
16,0,0,0,0,2024-06-17 02:00:00+03:00,0,0,0,2.0,2024-06-16,0.0,0.0
15,0,0,0,0,2024-06-17 02:30:00+03:00,0,0,0,2.5,2024-06-16,0.0,0.0
14,0,0,0,0,2024-06-17 03:00:00+03:00,0,0,0,3.0,2024-06-17,0.0,0.0
14,0,0,0,0,2024-06-17 03:30:00+03:00,0,0,0,3.5,2024-06-17,0.0,0.0
14,0,0,0,0,2024-06-17 04:00:00+03:00,0,0,0,4.0,2024-06-17,0.0,0.0
14,0,0,0,0,2024-06-17 04:30:00+03:00,0,0,0,4.5,2024-06-17,0.0,0.0
13,0,0,0,0,2024-06-17 05:00:00+03:00,0,0,0,5.0,2024-06-17,0.0,0.0
13,0,0,0,0,2024-06-17 05:30:00+03:00,0,0,0,5.5,2024-06-17,0.0,0.0
14,0,0,0,0,2024-06-17 06:00:00+03:00,0,0,0,6.0,2024-06-17,0.0,0.0
14,0,0,0,0,2024-06-17 06:30:00+03:00,0,0,0,6.5,2024-06-17,0.0,0.0
14,16,10,17,18,2024-06-17 07:00:00+03:00,0,0,24,7.0,2024-06-17,35283.6,0.0006802027004047206
14,60,197,93,128,2024-06-17 07:30:00+03:00,38789,0,9719,7.5,2024-06-17,250905.6,0.03873568385878992
15,109,276,183,230,2024-06-17 08:00:00+03:00,149893,0,40112,8.0,2024-06-17,450846.0,0.08897051321293746
15,151,334,282,335,2024-06-17 08:30:00+03:00,214373,0,57482,8.5,2024-06-17,656667.0,0.08753599617462123
16,169,459,394,462,2024-06-17 09:00:00+03:00,317422,0,83511,9.0,2024-06-17,905612.4,0.09221494758684841
17,225,414,466,524,2024-06-17 09:30:00+03:00,392492,0,98684,9.5,2024-06-17,1027144.8,0.09607603523865378
18,246,455,554,613,2024-06-17 10:00:00+03:00,345794,0,89449,10.0,2024-06-17,1201602.6,0.07444141682116866
20,276,464,622,680,2024-06-17 10:30:00+03:00,408155,0,106278,10.5,2024-06-17,1332936.0,0.07973226021354364
21,294,483,685,742,2024-06-17 11:00:00+03:00,497668,0,124170,11.0,2024-06-17,1454468.4000000001,0.08537139754978519
21,319,475,724,779,2024-06-17 11:30:00+03:00,447690,0,116493,11.5,2024-06-17,1526995.8,0.07628901140396063
22,309,521,772,830,2024-06-17 12:00:00+03:00,444604,0,116121,12.0,2024-06-17,1626966.0,0.07137272690394268
23,152,827,900,988,2024-06-17 12:30:00+03:00,417057,0,116175,12.5,2024-06-17,1936677.6,0.05998675257048462
24,140,848,909,998,2024-06-17 13:00:00+03:00,499157,0,128240,13.0,2024-06-17,1956279.6,0.06555300172838278
25,136,847,893,983,2024-06-17 13:30:00+03:00,479404,0,123399,13.5,2024-06-17,1926876.6,0.06404094584987954
25,133,841,859,951,2024-06-17 14:00:00+03:00,452774,0,116307,14.0,2024-06-17,1864150.2,0.062391431763384735
25,131,827,808,901,2024-06-17 14:30:00+03:00,422694,0,108208,14.5,2024-06-17,1766140.2,0.061268069205377924
25,127,808,742,836,2024-06-17 15:00:00+03:00,366582,0,94521,15.0,2024-06-17,1638727.2,0.05767952103315305
25,122,782,661,757,2024-06-17 15:30:00+03:00,308225,0,77342,15.5,2024-06-17,1483871.4000000001,0.05212176742539818
25,115,746,567,664,2024-06-17 16:00:00+03:00,182522,0,51859,16.0,2024-06-17,1301572.8,0.039843334156952265
24,110,682,460,555,2024-06-17 16:30:00+03:00,112460,0,26720,16.5,2024-06-17,1087911.0,0.02456083264164072
24,168,246,274,310,2024-06-17 17:00:00+03:00,42390,0,10689,17.0,2024-06-17,607662.0,0.01759037096280498
23,139,33,148,150,2024-06-17 17:30:00+03:00,19021,0,4778,17.5,2024-06-17,294030.0,0.016250042512668775
23,80,121,99,119,2024-06-17 18:00:00+03:00,4695,18,1125,18.0,2024-06-17,233263.80000000002,0.00482286578543263
22,21,56,26,36,2024-06-17 18:30:00+03:00,0,2,0,18.5,2024-06-17,70567.2,0.0
21,0,0,0,0,2024-06-17 19:00:00+03:00,0,0,0,19.0,2024-06-17,0.0,0.0
20,0,0,0,0,2024-06-17 19:30:00+03:00,0,0,0,19.5,2024-06-17,0.0,0.0
20,0,0,0,0,2024-06-17 20:00:00+03:00,0,0,0,20.0,2024-06-17,0.0,0.0
20,0,0,0,0,2024-06-17 20:30:00+03:00,0,0,0,20.5,2024-06-17,0.0,0.0
20,0,0,0,0,2024-06-17 21:00:00+03:00,0,0,0,21.0,2024-06-17,0.0,0.0
19,0,0,0,0,2024-06-17 21:30:00+03:00,0,0,0,21.5,2024-06-17,0.0,0.0
18,0,0,0,0,2024-06-17 22:00:00+03:00,0,0,0,22.0,2024-06-17,0.0,0.0
17,0,0,0,0,2024-06-17 22:30:00+03:00,0,0,0,22.5,2024-06-17,0.0,0.0
17,0,0,0,0,2024-06-17 23:00:00+03:00,0,0,0,23.0,2024-06-17,0.0,0.0
16,0,0,0,0,2024-06-17 23:30:00+03:00,0,0,0,23.5,2024-06-17,0.0,0.0
16,0,0,0,0,2024-06-18 00:00:00+03:00,0,0,0,0.0,2024-06-17,0.0,0.0
16,0,0,0,0,2024-06-18 00:30:00+03:00,0,0,0,0.5,2024-06-17,0.0,0.0
15,0,0,0,0,2024-06-18 01:00:00+03:00,0,0,0,1.0,2024-06-17,0.0,0.0
14,0,0,0,0,2024-06-18 01:30:00+03:00,0,0,0,1.5,2024-06-17,0.0,0.0
14,0,0,0,0,2024-06-18 02:00:00+03:00,0,0,0,2.0,2024-06-17,0.0,0.0
13,0,0,0,0,2024-06-18 02:30:00+03:00,0,0,0,2.5,2024-06-17,0.0,0.0
13,0,0,0,0,2024-06-18 03:00:00+03:00,0,0,0,3.0,2024-06-18,0.0,0.0
13,0,0,0,0,2024-06-18 03:30:00+03:00,0,0,0,3.5,2024-06-18,0.0,0.0
13,0,0,0,0,2024-06-18 04:00:00+03:00,0,0,0,4.0,2024-06-18,0.0,0.0
13,0,0,0,0,2024-06-18 04:30:00+03:00,0,0,0,4.5,2024-06-18,0.0,0.0
13,0,0,0,0,2024-06-18 05:00:00+03:00,0,0,0,5.0,2024-06-18,0.0,0.0
13,0,0,0,0,2024-06-18 05:30:00+03:00,0,0,0,5.5,2024-06-18,0.0,0.0
13,0,0,0,0,2024-06-18 06:00:00+03:00,0,0,0,6.0,2024-06-18,0.0,0.0
13,0,0,0,0,2024-06-18 06:30:00+03:00,1247,0,188,6.5,2024-06-18,0.0,0.0
13,14,77,20,34,2024-06-18 07:00:00+03:00,28000,0,6250,7.0,2024-06-18,66646.8,0.0937779458278567
14,44,390,107,174,2024-06-18 07:30:00+03:00,74945,0,19280,7.5,2024-06-18,341074.8,0.056527189930185406
15,62,570,218,309,2024-06-18 08:00:00+03:00,153695,0,39005,8.0,2024-06-18,605701.8,0.06439637458564594
16,72,683,335,435,2024-06-18 08:30:00+03:00,232999,0,59563,8.5,2024-06-18,852687.0,0.06985329904173512
17,81,751,448,551,2024-06-18 09:00:00+03:00,303720,0,77943,9.0,2024-06-18,1080070.2,0.07216475373545164
18,90,792,553,655,2024-06-18 09:30:00+03:00,362594,0,93209,9.5,2024-06-18,1283931.0,0.07259658034582855
19,96,823,648,749,2024-06-18 10:00:00+03:00,412583,0,105976,10.0,2024-06-18,1468189.8,0.07218140324908945
20,100,848,732,830,2024-06-18 10:30:00+03:00,450937,0,116896,10.5,2024-06-18,1626966.0,0.07184907367455742
21,102,868,802,898,2024-06-18 11:00:00+03:00,500511,0,128672,11.0,2024-06-18,1760259.6,0.0730983089085269
22,101,884,857,951,2024-06-18 11:30:00+03:00,454292,0,114261,11.5,2024-06-18,1864150.2,0.061293880718409924
22,184,741,840,920,2024-06-18 12:00:00+03:00,382503,0,98247,12.0,2024-06-18,1803384.0,0.054479245684779284
22,443,237,658,678,2024-06-18 12:30:00+03:00,260562,0,70102,12.5,2024-06-18,1329015.6,0.0527473116192165
23,446,230,654,673,2024-06-18 13:00:00+03:00,311868,0,80255,13.0,2024-06-18,1319214.6,0.060835439510751314
24,466,161,610,619,2024-06-18 13:30:00+03:00,275375,0,73073,13.5,2024-06-18,1213363.8,0.060223487794839436
24,484,59,536,529,2024-06-18 14:00:00+03:00,260540,0,66450,14.0,2024-06-18,1036945.8,0.06408242359436722
24,444,0,444,428,2024-06-18 14:30:00+03:00,212530,0,56427,14.5,2024-06-18,838965.6,0.06725782320514691
24,385,0,385,371,2024-06-18 15:00:00+03:00,221756,0,61353,15.0,2024-06-18,727234.2000000001,0.08436484422762296
25,299,0,299,289,2024-06-18 15:30:00+03:00,286779,0,74227,15.5,2024-06-18,566497.8,0.13102786983462247
25,287,168,385,403,2024-06-18 16:00:00+03:00,255739,0,65817,16.0,2024-06-18,789960.6,0.08331681352209212
25,104,691,456,551,2024-06-18 16:30:00+03:00,151794,0,39503,16.5,2024-06-18,1080070.2,0.03657447451100864
24,94,606,346,435,2024-06-18 17:00:00+03:00,43726,0,11489,17.0,2024-06-18,852687.0,0.013473877284396267
24,106,357,215,274,2024-06-18 17:30:00+03:00,45484,0,11617,17.5,2024-06-18,537094.8,0.02162932875164682
23,63,320,121,177,2024-06-18 18:00:00+03:00,5797,18,1490,18.0,2024-06-18,346955.4,0.0042945001000128545
22,20,137,34,58,2024-06-18 18:30:00+03:00,0,2,0,18.5,2024-06-18,113691.6,0.0
21,0,0,0,0,2024-06-18 19:00:00+03:00,0,0,0,19.0,2024-06-18,0.0,0.0
20,0,0,0,0,2024-06-18 19:30:00+03:00,0,0,0,19.5,2024-06-18,0.0,0.0
19,0,0,0,0,2024-06-18 20:00:00+03:00,0,0,0,20.0,2024-06-18,0.0,0.0
19,0,0,0,0,2024-06-18 20:30:00+03:00,0,0,0,20.5,2024-06-18,0.0,0.0
19,0,0,0,0,2024-06-18 21:00:00+03:00,0,0,0,21.0,2024-06-18,0.0,0.0
18,0,0,0,0,2024-06-18 21:30:00+03:00,0,0,0,21.5,2024-06-18,0.0,0.0
18,0,0,0,0,2024-06-18 22:00:00+03:00,0,0,0,22.0,2024-06-18,0.0,0.0
18,0,0,0,0,2024-06-18 22:30:00+03:00,0,0,0,22.5,2024-06-18,0.0,0.0
17,0,0,0,0,2024-06-18 23:00:00+03:00,0,0,0,23.0,2024-06-18,0.0,0.0
17,0,0,0,0,2024-06-18 23:30:00+03:00,0,0,0,23.5,2024-06-18,0.0,0.0
17,0,0,0,0,2024-06-19 00:00:00+03:00,0,0,0,0.0,2024-06-18,0.0,0.0
16,0,0,0,0,2024-06-19 00:30:00+03:00,0,0,0,0.5,2024-06-18,0.0,0.0
16,0,0,0,0,2024-06-19 01:00:00+03:00,0,0,0,1.0,2024-06-18,0.0,0.0
15,0,0,0,0,2024-06-19 01:30:00+03:00,0,0,0,1.5,2024-06-18,0.0,0.0
15,0,0,0,0,2024-06-19 02:00:00+03:00,0,0,0,2.0,2024-06-18,0.0,0.0
15,0,0,0,0,2024-06-19 02:30:00+03:00,0,0,0,2.5,2024-06-18,0.0,0.0
15,0,0,0,0,2024-06-19 03:00:00+03:00,0,0,0,3.0,2024-06-19,0.0,0.0
15,0,0,0,0,2024-06-19 03:30:00+03:00,0,0,0,3.5,2024-06-19,0.0,0.0
14,0,0,0,0,2024-06-19 04:00:00+03:00,0,0,0,4.0,2024-06-19,0.0,0.0
14,0,0,0,0,2024-06-19 04:30:00+03:00,0,0,0,4.5,2024-06-19,0.0,0.0
14,0,0,0,0,2024-06-19 05:00:00+03:00,0,0,0,5.0,2024-06-19,0.0,0.0
14,0,0,0,0,2024-06-19 05:30:00+03:00,0,0,0,5.5,2024-06-19,0.0,0.0
14,0,0,0,0,2024-06-19 06:00:00+03:00,0,0,0,6.0,2024-06-19,0.0,0.0
14,0,0,0,0,2024-06-19 06:30:00+03:00,134,0,13,6.5,2024-06-19,0.0,0.0
14,14,59,19,30,2024-06-19 07:00:00+03:00,6960,0,1610,7.0,2024-06-19,58806.0,0.027378158691290004
14,71,48,77,84,2024-06-19 07:30:00+03:00,33994,0,8364,7.5,2024-06-19,164656.80000000002,0.050796565948081095
15,115,0,115,111,2024-06-19 08:00:00+03:00,75484,0,19426,8.0,2024-06-19,217582.2,0.0892812003923115
17,169,0,169,163,2024-06-19 08:30:00+03:00,181438,0,42723,8.5,2024-06-19,319512.60000000003,0.1337130366689764
18,236,74,275,280,2024-06-19 09:00:00+03:00,226784,0,58759,9.0,2024-06-19,548856.0,0.1070572244814669
19,286,167,381,400,2024-06-19 09:30:00+03:00,236999,0,58474,9.5,2024-06-19,784080.0,0.07457657381899806
19,368,4,370,359,2024-06-19 10:00:00+03:00,280890,0,76917,10.0,2024-06-19,703711.8,0.10930184771663626
20,390,106,470,474,2024-06-19 10:30:00+03:00,444661,0,106249,10.5,2024-06-19,929134.8,0.11435262138497018
21,284,466,661,716,2024-06-19 11:00:00+03:00,403609,0,102857,11.0,2024-06-19,1403503.2,0.07328590344503667
22,216,640,764,836,2024-06-19 11:30:00+03:00,370185,0,102882,11.5,2024-06-19,1638727.2,0.06278165151588379
22,222,650,798,871,2024-06-19 12:00:00+03:00,453514,0,118742,12.0,2024-06-19,1707334.2,0.06954818804660505
23,259,588,791,856,2024-06-19 12:30:00+03:00,303163,0,79343,12.5,2024-06-19,1677931.2,0.04728620577530235
23,401,304,676,706,2024-06-19 13:00:00+03:00,397775,0,101608,13.0,2024-06-19,1383901.2,0.07342142632725515
23,342,412,710,754,2024-06-19 13:30:00+03:00,285320,0,66927,13.5,2024-06-19,1477990.8,0.04528241989057036
24,453,0,453,437,2024-06-19 14:00:00+03:00,235107,0,58568,14.0,2024-06-19,856607.4,0.06837204535006351
24,438,28,461,450,2024-06-19 14:30:00+03:00,230359,0,68728,14.5,2024-06-19,882090.0,0.07791495198902607
24,336,259,529,555,2024-06-19 15:00:00+03:00,272179,0,71428,15.0,2024-06-19,1087911.0,0.06565610606014646
24,301,273,493,524,2024-06-19 15:30:00+03:00,219038,0,55696,15.5,2024-06-19,1027144.8,0.05422409771241601
23,267,0,267,258,2024-06-19 16:00:00+03:00,87729,0,22938,16.0,2024-06-19,505731.60000000003,0.04535607424966128
23,71,0,71,68,2024-06-19 16:30:00+03:00,63846,0,16685,16.5,2024-06-19,133293.6,0.1251748020910231
22,53,0,53,51,2024-06-19 17:00:00+03:00,33782,0,8658,17.0,2024-06-19,99970.2,0.08660580853094223
22,29,0,29,28,2024-06-19 17:30:00+03:00,23869,0,6117,17.5,2024-06-19,54885.6,0.11144999781363418
21,14,0,14,13,2024-06-19 18:00:00+03:00,13928,10,3678,18.0,2024-06-19,25482.600000000002,0.14433378069741704
21,9,0,9,9,2024-06-19 18:30:00+03:00,0,12,0,18.5,2024-06-19,17641.8,0.0
21,0,0,0,0,2024-06-19 19:00:00+03:00,0,0,0,19.0,2024-06-19,0.0,0.0
20,0,0,0,0,2024-06-19 19:30:00+03:00,0,0,0,19.5,2024-06-19,0.0,0.0
19,0,0,0,0,2024-06-19 20:00:00+03:00,0,0,0,20.0,2024-06-19,0.0,0.0
19,0,0,0,0,2024-06-19 20:30:00+03:00,0,0,0,20.5,2024-06-19,0.0,0.0
19,0,0,0,0,2024-06-19 21:00:00+03:00,0,0,0,21.0,2024-06-19,0.0,0.0
18,0,0,0,0,2024-06-19 21:30:00+03:00,0,0,0,21.5,2024-06-19,0.0,0.0
18,0,0,0,0,2024-06-19 22:00:00+03:00,0,0,0,22.0,2024-06-19,0.0,0.0
18,0,0,0,0,2024-06-19 22:30:00+03:00,0,0,0,22.5,2024-06-19,0.0,0.0
18,0,0,0,0,2024-06-19 23:00:00+03:00,0,0,0,23.0,2024-06-19,0.0,0.0
18,0,0,0,0,2024-06-19 23:30:00+03:00,0,0,0,23.5,2024-06-19,0.0,0.0
17,0,0,0,0,2024-06-20 00:00:00+03:00,0,0,0,0.0,2024-06-19,0.0,0.0
17,0,0,0,0,2024-06-20 00:30:00+03:00,0,0,0,0.5,2024-06-19,0.0,0.0
17,0,0,0,0,2024-06-20 01:00:00+03:00,0,0,0,1.0,2024-06-19,0.0,0.0
17,0,0,0,0,2024-06-20 01:30:00+03:00,0,0,0,1.5,2024-06-19,0.0,0.0
16,0,0,0,0,2024-06-20 02:00:00+03:00,0,0,0,2.0,2024-06-19,0.0,0.0
16,0,0,0,0,2024-06-20 02:30:00+03:00,0,0,0,2.5,2024-06-19,0.0,0.0
16,0,0,0,0,2024-06-20 03:00:00+03:00,0,0,0,3.0,2024-06-20,0.0,0.0
16,0,0,0,0,2024-06-20 03:30:00+03:00,0,0,0,3.5,2024-06-20,0.0,0.0
15,0,0,0,0,2024-06-20 04:00:00+03:00,0,0,0,4.0,2024-06-20,0.0,0.0
15,0,0,0,0,2024-06-20 04:30:00+03:00,0,0,0,4.5,2024-06-20,0.0,0.0
15,0,0,0,0,2024-06-20 05:00:00+03:00,0,0,0,5.0,2024-06-20,0.0,0.0
15,0,0,0,0,2024-06-20 05:30:00+03:00,0,0,0,5.5,2024-06-20,0.0,0.0
15,0,0,0,0,2024-06-20 06:00:00+03:00,0,0,0,6.0,2024-06-20,0.0,0.0
15,0,0,0,0,2024-06-20 06:30:00+03:00,0,0,0,6.5,2024-06-20,0.0,0.0
15,11,0,11,11,2024-06-20 07:00:00+03:00,0,0,2,7.0,2024-06-20,21562.2,9.275491369155281e-05
16,63,128,83,105,2024-06-20 07:30:00+03:00,1509,0,510,7.5,2024-06-20,205821.0,0.0024778812657600536
16,120,136,155,177,2024-06-20 08:00:00+03:00,39102,0,9890,8.0,2024-06-20,346955.4,0.02850510469068935
16,176,6,179,174,2024-06-20 08:30:00+03:00,46743,0,12071,8.5,2024-06-20,341074.8,0.03539106377838527
17,179,0,179,173,2024-06-20 09:00:00+03:00,96751,0,24915,9.0,2024-06-20,339114.60000000003,0.0734707382106226
17,190,0,190,184,2024-06-20 09:30:00+03:00,87625,0,22843,9.5,2024-06-20,360676.8,0.0633337104022216
18,187,0,187,181,2024-06-20 10:00:00+03:00,85526,0,21613,10.0,2024-06-20,354796.2,0.06091666145240563
19,285,0,285,275,2024-06-20 10:30:00+03:00,278082,0,69863,10.5,2024-06-20,539055.0,0.12960273070465908
19,424,10,433,420,2024-06-20 11:00:00+03:00,136001,0,35805,11.0,2024-06-20,823284.0,0.04349046015712683
19,410,24,430,420,2024-06-20 11:30:00+03:00,183227,0,48475,11.5,2024-06-20,823284.0,0.058880046253783624
19,369,0,369,357,2024-06-20 12:00:00+03:00,202501,0,52034,12.0,2024-06-20,699791.4,0.07435644393457821
20,414,0,414,400,2024-06-20 12:30:00+03:00,85462,0,22244,12.5,2024-06-20,784080.0,0.028369554127129885
21,230,0,230,222,2024-06-20 13:00:00+03:00,158725,0,40569,13.0,2024-06-20,435164.4,0.09322683565107807
21,211,0,211,204,2024-06-20 13:30:00+03:00,137407,0,35318,13.5,2024-06-20,399880.8,0.08832131975328648
21,153,0,153,147,2024-06-20 14:00:00+03:00,96814,0,24959,14.0,2024-06-20,288149.4,0.08661826122143582
21,140,0,140,135,2024-06-20 14:30:00+03:00,90728,0,24174,14.5,2024-06-20,264627.0,0.09135122266435398
21,133,0,133,128,2024-06-20 15:00:00+03:00,102944,0,26317,15.0,2024-06-20,250905.6,0.10488805351494745
21,197,0,197,190,2024-06-20 15:30:00+03:00,68624,0,17892,15.5,2024-06-20,372438.0,0.04804021071963656
20,129,0,129,125,2024-06-20 16:00:00+03:00,118622,0,30965,16.0,2024-06-20,245025.0,0.12637485970819304
20,178,0,178,172,2024-06-20 16:30:00+03:00,116559,0,29718,16.5,2024-06-20,337154.4,0.08814359237192218
20,173,0,174,168,2024-06-20 17:00:00+03:00,25958,0,6749,17.0,2024-06-20,329313.60000000003,0.02049414296889044
20,117,27,124,125,2024-06-20 17:30:00+03:00,24116,0,6224,17.5,2024-06-20,245025.0,0.025401489643913887
20,83,11,86,85,2024-06-20 18:00:00+03:00,3214,20,869,18.0,2024-06-20,166617.0,0.005215554235162078
19,21,0,21,21,2024-06-20 18:30:00+03:00,0,0,0,18.5,2024-06-20,41164.200000000004,0.0
19,0,0,0,0,2024-06-20 19:00:00+03:00,0,0,0,19.0,2024-06-20,0.0,0.0
18,0,0,0,0,2024-06-20 19:30:00+03:00,0,0,0,19.5,2024-06-20,0.0,0.0
18,0,0,0,0,2024-06-20 20:00:00+03:00,0,0,0,20.0,2024-06-20,0.0,0.0
18,0,0,0,0,2024-06-20 20:30:00+03:00,0,0,0,20.5,2024-06-20,0.0,0.0
17,0,0,0,0,2024-06-20 21:00:00+03:00,0,0,0,21.0,2024-06-20,0.0,0.0
17,0,0,0,0,2024-06-20 21:30:00+03:00,0,0,0,21.5,2024-06-20,0.0,0.0
17,0,0,0,0,2024-06-20 22:00:00+03:00,0,0,0,22.0,2024-06-20,0.0,0.0
17,0,0,0,0,2024-06-20 22:30:00+03:00,0,0,0,22.5,2024-06-20,0.0,0.0
17,0,0,0,0,2024-06-20 23:00:00+03:00,0,0,0,23.0,2024-06-20,0.0,0.0
16,0,0,0,0,2024-06-20 23:30:00+03:00,0,0,0,23.5,2024-06-20,0.0,0.0
16,0,0,0,0,2024-06-21 00:00:00+03:00,0,0,0,0.0,2024-06-20,0.0,0.0
16,0,0,0,0,2024-06-21 00:30:00+03:00,0,0,0,0.5,2024-06-20,0.0,0.0
16,0,0,0,0,2024-06-21 01:00:00+03:00,0,0,0,1.0,2024-06-20,0.0,0.0
16,0,0,0,0,2024-06-21 01:30:00+03:00,0,0,0,1.5,2024-06-20,0.0,0.0
16,0,0,0,0,2024-06-21 02:00:00+03:00,0,0,0,2.0,2024-06-20,0.0,0.0
16,0,0,0,0,2024-06-21 02:30:00+03:00,0,0,0,2.5,2024-06-20,0.0,0.0
15,0,0,0,0,2024-06-21 03:00:00+03:00,0,0,0,3.0,2024-06-21,0.0,0.0
15,0,0,0,0,2024-06-21 03:30:00+03:00,0,0,0,3.5,2024-06-21,0.0,0.0
15,0,0,0,0,2024-06-21 04:00:00+03:00,0,0,0,4.0,2024-06-21,0.0,0.0
