air_temp,Difuse Horizontal Irradiation,Direct Normal Irradiation,Global Horizontal Irradiation,Global Tilted Irradiation,timestamp,active_power_mean_w,neg_ac_energy_wh,pos_ac_energy_wh,hour,date,input_energy_wh,efficiency
17,0,0,0,0,2024-01-01 05:30:00+03:00,0,0,0,5.5,2024-01-01,0.0,0.0
17,0,0,0,0,2024-01-01 06:00:00+03:00,0,0,0,6.0,2024-01-01,0.0,0.0
17,0,0,0,0,2024-01-01 06:30:00+03:00,0,0,69,6.5,2024-01-01,0.0,0.0
17,20,38,23,18,2024-01-01 07:00:00+03:00,26522,0,6286,7.0,2024-01-01,35283.6,0.17815642394766976
17,82,28,86,79,2024-01-01 07:30:00+03:00,72593,0,18529,7.5,2024-01-01,154855.80000000002,0.11965325160568734
18,141,0,141,136,2024-01-01 08:00:00+03:00,106987,0,27399,8.0,2024-01-01,266587.2,0.10277687750949782
19,211,0,211,204,2024-01-01 08:30:00+03:00,201937,0,53488,8.5,2024-01-01,399880.8,0.13375986043841065
20,230,277,373,299,2024-01-01 09:00:00+03:00,350902,0,90927,9.0,2024-01-01,586099.8,0.15513910770827766
21,259,362,476,380,2024-01-01 09:30:00+03:00,177736,0,45985,9.5,2024-01-01,744876.0,0.06173510758837713
21,282,414,568,456,2024-01-01 10:00:00+03:00,426873,0,100924,10.0,2024-01-01,893851.2000000001,0.1129091732494178
22,218,650,713,551,2024-01-01 10:30:00+03:00,377542,0,93283,10.5,2024-01-01,1080070.2,0.08636753425842135
23,125,880,849,646,2024-01-01 11:00:00+03:00,191587,0,51875,11.0,2024-01-01,1266289.2,0.040966155282695295
24,221,721,849,667,2024-01-01 11:30:00+03:00,474751,0,117886,11.5,2024-01-01,1307453.4000000001,0.09016459018730609
24,139,888,943,732,2024-01-01 12:00:00+03:00,507239,0,129989,12.0,2024-01-01,1434866.4000000001,0.09059310330216108
25,228,737,909,722,2024-01-01 12:30:00+03:00,320478,0,83045,12.5,2024-01-01,1415264.4000000001,0.05867808163619462
25,437,337,750,644,2024-01-01 13:00:00+03:00,605120,0,155032,13.0,2024-01-01,1262368.8,0.12281038631499765
26,137,895,956,744,2024-01-01 13:30:00+03:00,478632,0,129562,13.5,2024-01-01,1458388.8,0.08883913535265767
26,164,833,904,704,2024-01-01 14:00:00+03:00,522373,0,133020,14.0,2024-01-01,1379980.8,0.09639264546289339
26,215,715,816,640,2024-01-01 14:30:00+03:00,431539,0,111094,14.5,2024-01-01,1254528.0,0.08855442046729925
26,116,884,810,609,2024-01-01 15:00:00+03:00,373798,0,98301,15.0,2024-01-01,1193761.8,0.08234557346365079
26,132,812,711,526,2024-01-01 15:30:00+03:00,311750,0,77822,15.5,2024-01-01,1031065.2000000001,0.07547728310488996
26,121,779,615,441,2024-01-01 16:00:00+03:00,311658,0,78139,16.0,2024-01-01,864448.2000000001,0.09039176667844295
25,146,630,486,342,2024-01-01 16:30:00+03:00,180863,0,47050,16.5,2024-01-01,670388.4,0.07018319529395198
24,199,251,313,248,2024-01-01 17:00:00+03:00,86170,0,22269,17.0,2024-01-01,486129.60000000003,0.04580877198179251
24,111,449,250,156,2024-01-01 17:30:00+03:00,58503,0,15197,17.5,2024-01-01,305791.2,0.0496973097983199
24,49,560,169,59,2024-01-01 18:00:00+03:00,1646,14,452,18.0,2024-01-01,115651.8,0.00390828331249492
23,31,35,36,29,2024-01-01 18:30:00+03:00,0,0,0,18.5,2024-01-01,56845.8,0.0
22,0,0,0,0,2024-01-01 19:00:00+03:00,0,0,0,19.0,2024-01-01,0.0,0.0
22,0,0,0,0,2024-01-01 19:30:00+03:00,0,0,0,19.5,2024-01-01,0.0,0.0
21,0,0,0,0,2024-01-01 20:00:00+03:00,0,0,0,20.0,2024-01-01,0.0,0.0
21,0,0,0,0,2024-01-01 20:30:00+03:00,0,0,0,20.5,2024-01-01,0.0,0.0
20,0,0,0,0,2024-01-01 21:00:00+03:00,0,0,0,21.0,2024-01-01,0.0,0.0
20,0,0,0,0,2024-01-01 21:30:00+03:00,0,0,0,21.5,2024-01-01,0.0,0.0
19,0,0,0,0,2024-01-01 22:00:00+03:00,0,0,0,22.0,2024-01-01,0.0,0.0
19,0,0,0,0,2024-01-01 22:30:00+03:00,0,0,0,22.5,2024-01-01,0.0,0.0
19,0,0,0,0,2024-01-01 23:00:00+03:00,0,0,0,23.0,2024-01-01,0.0,0.0
19,0,0,0,0,2024-01-01 23:30:00+03:00,0,0,0,23.5,2024-01-01,0.0,0.0
19,0,0,0,0,2024-01-02 00:00:00+03:00,0,0,0,0.0,2024-01-01,0.0,0.0
19,0,0,0,0,2024-01-02 00:30:00+03:00,0,0,0,0.5,2024-01-01,0.0,0.0
19,0,0,0,0,2024-01-02 01:00:00+03:00,0,0,0,1.0,2024-01-01,0.0,0.0
18,0,0,0,0,2024-01-02 01:30:00+03:00,0,0,0,1.5,2024-01-01,0.0,0.0
18,0,0,0,0,2024-01-02 02:00:00+03:00,0,0,0,2.0,2024-01-01,0.0,0.0
18,0,0,0,0,2024-01-02 02:30:00+03:00,0,0,0,2.5,2024-01-01,0.0,0.0
18,0,0,0,0,2024-01-02 03:00:00+03:00,0,0,0,3.0,2024-01-02,0.0,0.0
17,0,0,0,0,2024-01-02 03:30:00+03:00,0,0,0,3.5,2024-01-02,0.0,0.0
17,0,0,0,0,2024-01-02 04:00:00+03:00,0,0,0,4.0,2024-01-02,0.0,0.0
17,0,0,0,0,2024-01-02 04:30:00+03:00,0,0,0,4.5,2024-01-02,0.0,0.0
17,0,0,0,0,2024-01-02 05:00:00+03:00,0,0,0,5.0,2024-01-02,0.0,0.0
17,0,0,0,0,2024-01-02 05:30:00+03:00,0,0,0,5.5,2024-01-02,0.0,0.0
17,0,0,0,0,2024-01-02 06:00:00+03:00,0,0,0,6.0,2024-01-02,0.0,0.0
17,0,0,0,0,2024-01-02 06:30:00+03:00,59,2,3,6.5,2024-01-02,0.0,0.0
17,19,23,22,18,2024-01-02 07:00:00+03:00,5951,2,888,7.0,2024-01-02,35283.6,0.025167499914974665
17,75,119,96,69,2024-01-02 07:30:00+03:00,12597,0,3186,7.5,2024-01-02,135253.80000000002,0.023555715255319996
18,136,22,141,131,2024-01-02 08:00:00+03:00,53452,0,13491,8.0,2024-01-02,256786.2,0.05253787002572568
19,201,3,203,195,2024-01-02 08:30:00+03:00,114481,0,29622,8.5,2024-01-02,382239.0,0.07749601688995629
20,278,80,319,290,2024-01-02 09:00:00+03:00,253868,0,65173,9.0,2024-01-02,568458.0,0.11464875153485393
21,338,36,358,337,2024-01-02 09:30:00+03:00,206700,0,53267,9.5,2024-01-02,660587.4,0.08063580988677653
22,354,0,354,342,2024-01-02 10:00:00+03:00,164229,0,42354,10.0,2024-01-02,670388.4,0.06317830081785425
23,411,122,507,461,2024-01-02 10:30:00+03:00,157885,0,40737,10.5,2024-01-02,903652.2000000001,0.04508039708197468
24,319,493,723,588,2024-01-02 11:00:00+03:00,133165,0,34309,11.0,2024-01-02,1152597.6,0.029766676592073413
25,396,376,722,610,2024-01-02 11:30:00+03:00,384537,0,96472,11.5,2024-01-02,1195722.0,0.08068096095915271
25,417,368,750,638,2024-01-02 12:00:00+03:00,517711,0,126330,12.0,2024-01-02,1250607.6,0.10101489867805057
26,247,710,904,721,2024-01-02 12:30:00+03:00,291263,0,77943,12.5,2024-01-02,1413304.2,0.05514948586440202
26,246,713,907,724,2024-01-02 13:00:00+03:00,265092,0,64805,13.0,2024-01-02,1419184.8,0.045663538673751294
27,252,692,885,707,2024-01-02 13:30:00+03:00,441622,0,113661,13.5,2024-01-02,1385861.4000000001,0.08201469497599109
27,347,467,763,635,2024-01-02 14:00:00+03:00,262511,0,73338,14.0,2024-01-02,1244727.0,0.058918943671985906
27,431,249,641,560,2024-01-02 14:30:00+03:00,344004,0,93930,14.5,2024-01-02,1097712.0,0.0855688923870742
27,293,504,690,555,2024-01-02 15:00:00+03:00,224418,0,51405,15.0,2024-01-02,1087911.0,0.04725110785716846
27,379,118,466,423,2024-01-02 15:30:00+03:00,262724,0,65986,15.5,2024-01-02,829164.6,0.07958130388103882
27,324,173,436,382,2024-01-02 16:00:00+03:00,157169,0,42536,16.0,2024-01-02,748796.4,0.05680582866050104
26,277,75,319,291,2024-01-02 16:30:00+03:00,70645,0,18046,16.5,2024-01-02,570418.2000000001,0.03163643796779275
25,139,0,139,134,2024-01-02 17:00:00+03:00,58876,0,15625,17.0,2024-01-02,262666.8,0.05948601041319269
25,108,0,108,105,2024-01-02 17:30:00+03:00,7266,0,2309,17.5,2024-01-02,205821.0,0.011218485965960713
24,86,74,98,80,2024-01-02 18:00:00+03:00,70,5,10,18.0,2024-01-02,156816.0,6.376900316294256e-05
24,27,163,48,22,2024-01-02 18:30:00+03:00,0,0,0,18.5,2024-01-02,43124.4,0.0
23,0,0,0,0,2024-01-02 19:00:00+03:00,0,0,0,19.0,2024-01-02,0.0,0.0
23,0,0,0,0,2024-01-02 19:30:00+03:00,0,0,0,19.5,2024-01-02,0.0,0.0
22,0,0,0,0,2024-01-02 20:00:00+03:00,0,0,0,20.0,2024-01-02,0.0,0.0
21,0,0,0,0,2024-01-02 20:30:00+03:00,0,0,0,20.5,2024-01-02,0.0,0.0
21,0,0,0,0,2024-01-02 21:00:00+03:00,0,0,0,21.0,2024-01-02,0.0,0.0
21,0,0,0,0,2024-01-02 21:30:00+03:00,0,0,0,21.5,2024-01-02,0.0,0.0
21,0,0,0,0,2024-01-02 22:00:00+03:00,0,0,0,22.0,2024-01-02,0.0,0.0
21,0,0,0,0,2024-01-02 22:30:00+03:00,0,0,0,22.5,2024-01-02,0.0,0.0
20,0,0,0,0,2024-01-02 23:00:00+03:00,0,0,0,23.0,2024-01-02,0.0,0.0
20,0,0,0,0,2024-01-02 23:30:00+03:00,0,0,0,23.5,2024-01-02,0.0,0.0
20,0,0,0,0,2024-01-03 00:00:00+03:00,0,0,0,0.0,2024-01-02,0.0,0.0
19,0,0,0,0,2024-01-03 00:30:00+03:00,0,0,0,0.5,2024-01-02,0.0,0.0
19,0,0,0,0,2024-01-03 01:00:00+03:00,0,0,0,1.0,2024-01-02,0.0,0.0
18,0,0,0,0,2024-01-03 01:30:00+03:00,0,0,0,1.5,2024-01-02,0.0,0.0
18,0,0,0,0,2024-01-03 02:00:00+03:00,0,0,0,2.0,2024-01-02,0.0,0.0
18,0,0,0,0,2024-01-03 02:30:00+03:00,0,0,0,2.5,2024-01-02,0.0,0.0
17,0,0,0,0,2024-01-03 03:00:00+03:00,0,0,0,3.0,2024-01-03,0.0,0.0
18,0,0,0,0,2024-01-03 03:30:00+03:00,0,0,0,3.5,2024-01-03,0.0,0.0
18,0,0,0,0,2024-01-03 04:00:00+03:00,0,0,0,4.0,2024-01-03,0.0,0.0
18,0,0,0,0,2024-01-03 04:30:00+03:00,0,0,0,4.5,2024-01-03,0.0,0.0
17,0,0,0,0,2024-01-03 05:00:00+03:00,0,0,0,5.0,2024-01-03,0.0,0.0
17,0,0,0,0,2024-01-03 05:30:00+03:00,0,0,0,5.5,2024-01-03,0.0,0.0
17,0,0,0,0,2024-01-03 06:00:00+03:00,0,0,0,6.0,2024-01-03,0.0,0.0
17,0,0,0,0,2024-01-03 06:30:00+03:00,14,3,59,6.5,2024-01-03,0.0,0.0
17,19,7,20,18,2024-01-03 07:00:00+03:00,31885,0,7020,7.0,2024-01-03,35283.6,0.1989592898683808
17,70,195,101,62,2024-01-03 07:30:00+03:00,51541,0,13113,7.5,2024-01-03,121532.40000000001,0.1078971533516988
18,118,286,199,133,2024-01-03 08:00:00+03:00,39001,0,10358,8.0,2024-01-03,260706.6,0.039730486301459186
18,188,228,276,218,2024-01-03 08:30:00+03:00,67283,0,15690,8.5,2024-01-03,427323.60000000003,0.03671690494042454
20,282,43,302,282,2024-01-03 09:00:00+03:00,142007,0,35732,9.0,2024-01-03,552776.4,0.06464096513526989
20,318,0,318,307,2024-01-03 09:30:00+03:00,320795,0,78934,9.5,2024-01-03,601781.4,0.13116723115736045
21,340,230,502,433,2024-01-03 10:00:00+03:00,400410,0,97328,10.0,2024-01-03,848766.6,0.11466992221418704
22,436,59,479,449,2024-01-03 10:30:00+03:00,394076,0,112774,10.5,2024-01-03,880129.8,0.12813337305474715
23,387,322,654,558,2024-01-03 11:00:00+03:00,315689,0,85529,11.0,2024-01-03,1093791.6,0.07819496876735933
24,290,595,808,649,2024-01-03 11:30:00+03:00,534583,0,131428,11.5,2024-01-03,1272169.8,0.10331010844621527
24,326,550,824,673,2024-01-03 12:00:00+03:00,526827,0,127496,12.0,2024-01-03,1319214.6,0.09664538279063921
25,287,638,877,707,2024-01-03 12:30:00+03:00,508776,0,133819,12.5,2024-01-03,1385861.4000000001,0.09656016106661171
25,220,760,926,734,2024-01-03 13:00:00+03:00,452463,0,117879,13.0,2024-01-03,1438786.8,0.08192944222173848
25,293,620,861,695,2024-01-03 13:30:00+03:00,463143,0,115914,13.5,2024-01-03,1362339.0,0.08508454944033754
26,360,460,769,639,2024-01-03 14:00:00+03:00,397564,0,90060,14.0,2024-01-03,1252567.8,0.07190029952869617
26,404,319,674,576,2024-01-03 14:30:00+03:00,372019,0,91375,14.5,2024-01-03,1129075.2,0.0809290647779705
25,361,346,636,535,2024-01-03 15:00:00+03:00,207701,0,55752,15.0,2024-01-03,1048707.0,0.053162608812566334
25,404,116,489,445,2024-01-03 15:30:00+03:00,284347,0,70161,15.5,2024-01-03,872289.0,0.08043320505016113
25,296,275,463,391,2024-01-03 16:00:00+03:00,182413,0,46535,16.0,2024-01-03,766438.2000000001,0.06071591943094694
25,249,251,391,325,2024-01-03 16:30:00+03:00,140063,0,35664,16.5,2024-01-03,637065.0,0.055981728709001435
25,226,41,243,226,2024-01-03 17:00:00+03:00,84834,0,24572,17.0,2024-01-03,443005.2,0.05546661754760441
25,80,627,285,157,2024-01-03 17:30:00+03:00,16986,0,4460,17.5,2024-01-03,307751.4,0.014492216769769365
24,62,451,164,73,2024-01-03 18:00:00+03:00,83,29,1,18.0,2024-01-03,143094.6,6.988383908267677e-06
24,26,39,31,23,2024-01-03 18:30:00+03:00,0,0,0,18.5,2024-01-03,45084.6,0.0
23,0,0,0,0,2024-01-03 19:00:00+03:00,0,0,0,19.0,2024-01-03,0.0,0.0
22,0,0,0,0,2024-01-03 19:30:00+03:00,0,0,0,19.5,2024-01-03,0.0,0.0
22,0,0,0,0,2024-01-03 20:00:00+03:00,0,0,0,20.0,2024-01-03,0.0,0.0
21,0,0,0,0,2024-01-03 20:30:00+03:00,0,0,0,20.5,2024-01-03,0.0,0.0
21,0,0,0,0,2024-01-03 21:00:00+03:00,0,0,0,21.0,2024-01-03,0.0,0.0
20,0,0,0,0,2024-01-03 21:30:00+03:00,0,0,0,21.5,2024-01-03,0.0,0.0
20,0,0,0,0,2024-01-03 22:00:00+03:00,0,0,0,22.0,2024-01-03,0.0,0.0
20,0,0,0,0,2024-01-03 22:30:00+03:00,0,0,0,22.5,2024-01-03,0.0,0.0
20,0,0,0,0,2024-01-03 23:00:00+03:00,0,0,0,23.0,2024-01-03,0.0,0.0
19,0,0,0,0,2024-01-03 23:30:00+03:00,0,0,0,23.5,2024-01-03,0.0,0.0
19,0,0,0,0,2024-01-04 00:00:00+03:00,0,0,0,0.0,2024-01-03,0.0,0.0
19,0,0,0,0,2024-01-04 00:30:00+03:00,0,0,0,0.5,2024-01-03,0.0,0.0
19,0,0,0,0,2024-01-04 01:00:00+03:00,0,0,0,1.0,2024-01-03,0.0,0.0
18,0,0,0,0,2024-01-04 01:30:00+03:00,0,0,0,1.5,2024-01-03,0.0,0.0
18,0,0,0,0,2024-01-04 02:00:00+03:00,0,0,0,2.0,2024-01-03,0.0,0.0
17,0,0,0,0,2024-01-04 02:30:00+03:00,0,0,0,2.5,2024-01-03,0.0,0.0
17,0,0,0,0,2024-01-04 03:00:00+03:00,0,0,0,3.0,2024-01-04,0.0,0.0
17,0,0,0,0,2024-01-04 03:30:00+03:00,0,0,0,3.5,2024-01-04,0.0,0.0
17,0,0,0,0,2024-01-04 04:00:00+03:00,0,0,0,4.0,2024-01-04,0.0,0.0
17,0,0,0,0,2024-01-04 04:30:00+03:00,0,0,0,4.5,2024-01-04,0.0,0.0
17,0,0,0,0,2024-01-04 05:00:00+03:00,0,0,0,5.0,2024-01-04,0.0,0.0
17,0,0,0,0,2024-01-04 05:30:00+03:00,0,0,0,5.5,2024-01-04,0.0,0.0
16,0,0,0,0,2024-01-04 06:00:00+03:00,0,0,0,6.0,2024-01-04,0.0,0.0
16,0,0,0,0,2024-01-04 06:30:00+03:00,285,0,281,6.5,2024-01-04,0.0,0.0
16,17,33,20,16,2024-01-04 07:00:00+03:00,36217,0,9106,7.0,2024-01-04,31363.2,0.2903402714008775
17,65,224,104,58,2024-01-04 07:30:00+03:00,108775,0,29112,7.5,2024-01-04,113691.6,0.2560611338040805
17,109,352,205,127,2024-01-04 08:00:00+03:00,105829,0,27129,8.0,2024-01-04,248945.4,0.10897570310598227
18,181,260,283,217,2024-01-04 08:30:00+03:00,101366,0,27334,8.5,2024-01-04,425363.4,0.06426034774030863
19,241,249,365,298,2024-01-04 09:00:00+03:00,195718,0,50626,9.0,2024-01-04,584139.6,0.08666763903696993
20,337,25,351,333,2024-01-04 09:30:00+03:00,225214,0,58113,9.5,2024-01-04,652746.6,0.0890284223617557
21,393,40,422,398,2024-01-04 10:00:00+03:00,307102,0,79337,10.0,2024-01-04,780159.6,0.1016932945515251
22,362,315,602,509,2024-01-04 10:30:00+03:00,411749,0,110685,10.5,2024-01-04,997741.8,0.11093551457902234
23,310,509,730,592,2024-01-04 11:00:00+03:00,419623,0,106754,11.0,2024-01-04,1160438.4000000001,0.0919945427521185
23,287,604,813,653,2024-01-04 11:30:00+03:00,546375,0,143452,11.5,2024-01-04,1280010.6,0.11207094691247087
24,276,650,865,694,2024-01-04 12:00:00+03:00,454218,0,121933,12.0,2024-01-04,1360378.8,0.08963165259558588
24,136,911,979,765,2024-01-04 12:30:00+03:00,511735,0,135343,12.5,2024-01-04,1499553.0,0.09025556282438833
25,136,913,984,769,2024-01-04 13:00:00+03:00,479622,0,119707,13.0,2024-01-04,1507393.8,0.07941322300781653
26,332,552,838,687,2024-01-04 13:30:00+03:00,418049,0,101721,13.5,2024-01-04,1346657.4000000001,0.07553591581645042
26,408,374,740,628,2024-01-04 14:00:00+03:00,356179,0,90198,14.0,2024-01-04,1231005.6,0.073271803150205
26,420,286,664,574,2024-01-04 14:30:00+03:00,350503,0,84080,14.5,2024-01-04,1125154.8,0.07472749527442801
26,390,283,612,527,2024-01-04 15:00:00+03:00,181294,0,48356,15.0,2024-01-04,1033025.4,0.04681007843563188
26,349,292,558,473,2024-01-04 15:30:00+03:00,171675,0,44866,15.5,2024-01-04,927174.6,0.048390022763781494
26,274,50,308,286,2024-01-04 16:00:00+03:00,110616,0,27304,16.0,2024-01-04,560617.2000000001,0.048703464681426105
26,285,0,285,275,2024-01-04 16:30:00+03:00,185083,0,44741,16.5,2024-01-04,539055.0,0.08299895186947528
25,242,69,271,247,2024-01-04 17:00:00+03:00,67080,0,17531,17.0,2024-01-04,484169.4,0.036208401439661406
24,180,29,190,177,2024-01-04 17:30:00+03:00,6644,0,1551,17.5,2024-01-04,346955.4,0.004470315204778481
24,61,494,169,70,2024-01-04 18:00:00+03:00,351,8,70,18.0,2024-01-04,137214.0,0.0005101520253035404
23,26,24,29,24,2024-01-04 18:30:00+03:00,0,6,0,18.5,2024-01-04,47044.8,0.0
22,0,0,0,0,2024-01-04 19:00:00+03:00,0,0,0,19.0,2024-01-04,0.0,0.0
22,0,0,0,0,2024-01-04 19:30:00+03:00,0,0,0,19.5,2024-01-04,0.0,0.0
21,0,0,0,0,2024-01-04 20:00:00+03:00,0,0,0,20.0,2024-01-04,0.0,0.0
20,0,0,0,0,2024-01-04 20:30:00+03:00,0,0,0,20.5,2024-01-04,0.0,0.0
20,0,0,0,0,2024-01-04 21:00:00+03:00,0,0,0,21.0,2024-01-04,0.0,0.0
20,0,0,0,0,2024-01-04 21:30:00+03:00,0,0,0,21.5,2024-01-04,0.0,0.0
20,0,0,0,0,2024-01-04 22:00:00+03:00,0,0,0,22.0,2024-01-04,0.0,0.0
19,0,0,0,0,2024-01-04 22:30:00+03:00,0,0,0,22.5,2024-01-04,0.0,0.0
19,0,0,0,0,2024-01-04 23:00:00+03:00,0,0,0,23.0,2024-01-04,0.0,0.0
19,0,0,0,0,2024-01-04 23:30:00+03:00,0,0,0,23.5,2024-01-04,0.0,0.0
18,0,0,0,0,2024-01-05 00:00:00+03:00,0,0,0,0.0,2024-01-04,0.0,0.0
18,0,0,0,0,2024-01-05 00:30:00+03:00,0,0,0,0.5,2024-01-04,0.0,0.0
18,0,0,0,0,2024-01-05 01:00:00+03:00,0,0,0,1.0,2024-01-04,0.0,0.0
18,0,0,0,0,2024-01-05 01:30:00+03:00,0,0,0,1.5,2024-01-04,0.0,0.0
18,0,0,0,0,2024-01-05 02:00:00+03:00,0,0,0,2.0,2024-01-04,0.0,0.0
18,0,0,0,0,2024-01-05 02:30:00+03:00,0,0,0,2.5,2024-01-04,0.0,0.0
17,0,0,0,0,2024-01-05 03:00:00+03:00,0,0,0,3.0,2024-01-05,0.0,0.0
17,0,0,0,0,2024-01-05 03:30:00+03:00,0,0,0,3.5,2024-01-05,0.0,0.0
17,0,0,0,0,2024-01-05 04:00:00+03:00,0,0,0,4.0,2024-01-05,0.0,0.0
17,0,0,0,0,2024-01-05 04:30:00+03:00,0,0,0,4.5,2024-01-05,0.0,0.0
17,0,0,0,0,2024-01-05 05:00:00+03:00,0,0,0,5.0,2024-01-05,0.0,0.0
17,0,0,0,0,2024-01-05 05:30:00+03:00,0,0,0,5.5,2024-01-05,0.0,0.0
17,0,0,0,0,2024-01-05 06:00:00+03:00,0,0,0,6.0,2024-01-05,0.0,0.0
17,0,0,0,0,2024-01-05 06:30:00+03:00,9,0,29,6.5,2024-01-05,0.0,0.0
16,13,0,13,12,2024-01-05 07:00:00+03:00,15267,0,3381,7.0,2024-01-05,23522.4,0.1437353331292725
17,78,44,84,73,2024-01-05 07:30:00+03:00,45957,0,11879,7.5,2024-01-05,143094.6,0.08301501244631174
17,147,51,162,146,2024-01-05 08:00:00+03:00,74725,0,19362,8.0,2024-01-05,286189.2,0.06765454461593938
18,203,139,259,220,2024-01-05 08:30:00+03:00,110154,0,29767,8.5,2024-01-05,431244.0,0.06902588789641131
19,209,377,397,302,2024-01-05 09:00:00+03:00,290227,0,73494,9.0,2024-01-05,591980.4,0.12414938062138543
20,148,686,559,406,2024-01-05 09:30:00+03:00,367840,0,89012,9.5,2024-01-05,795841.2000000001,0.11184643368551414
21,92,897,703,510,2024-01-05 10:00:00+03:00,403854,0,107890,10.0,2024-01-05,999702.0,0.10792216080391957
22,169,767,749,569,2024-01-05 10:30:00+03:00,481472,0,125404,10.5,2024-01-05,1115353.8,0.11243427870152053
23,198,746,808,628,2024-01-05 11:00:00+03:00,302937,0,77103,11.0,2024-01-05,1231005.6,0.06263415860983898
23,251,671,836,664,2024-01-05 11:30:00+03:00,501220,0,122362,11.5,2024-01-05,1301572.8,0.09401087668703587
24,237,719,889,707,2024-01-05 12:00:00+03:00,419640,0,108872,12.0,2024-01-05,1385861.4000000001,0.07855908245947249
24,298,618,870,705,2024-01-05 12:30:00+03:00,151680,0,37468,12.5,2024-01-05,1381941.0,0.027112590190174545
25,496,166,650,589,2024-01-05 13:00:00+03:00,230841,0,64842,13.0,2024-01-05,1154557.8,0.05616176167187126
25,551,29,577,550,2024-01-05 13:30:00+03:00,498198,0,124913,13.5,2024-01-05,1078110.0,0.11586294533952936
25,482,177,641,577,2024-01-05 14:00:00+03:00,128025,0,30449,14.0,2024-01-05,1131035.4000000001,0.02692135011866118
25,350,0,350,338,2024-01-05 14:30:00+03:00,41017,0,10940,14.5,2024-01-05,662547.6,0.016512021174025837
24,327,0,327,316,2024-01-05 15:00:00+03:00,35561,0,9216,15.0,2024-01-05,619423.2000000001,0.014878357801257685
24,179,0,179,173,2024-01-05 15:30:00+03:00,70876,0,18088,15.5,2024-01-05,339114.60000000003,0.0533389007727771
23,123,0,123,119,2024-01-05 16:00:00+03:00,74567,0,19335,16.0,2024-01-05,233263.80000000002,0.08288898663230214
23,185,0,185,179,2024-01-05 16:30:00+03:00,76126,4,19576,16.5,2024-01-05,350875.8,0.05579182149353133
22,117,0,117,113,2024-01-05 17:00:00+03:00,9,18,0,17.0,2024-01-05,221502.6,0.0
21,38,0,38,37,2024-01-05 17:30:00+03:00,0,0,0,17.5,2024-01-05,72527.40000000001,0.0
21,26,0,26,25,2024-01-05 18:00:00+03:00,0,0,0,18.0,2024-01-05,49005.0,0.0
20,19,0,19,19,2024-01-05 18:30:00+03:00,0,0,0,18.5,2024-01-05,37243.8,0.0
20,0,0,0,0,2024-01-05 19:00:00+03:00,0,0,0,19.0,2024-01-05,0.0,0.0
19,0,0,0,0,2024-01-05 19:30:00+03:00,0,0,0,19.5,2024-01-05,0.0,0.0
19,0,0,0,0,2024-01-05 20:00:00+03:00,0,0,0,20.0,2024-01-05,0.0,0.0
18,0,0,0,0,2024-01-05 20:30:00+03:00,0,0,0,20.5,2024-01-05,0.0,0.0
18,0,0,0,0,2024-01-05 21:00:00+03:00,0,0,0,21.0,2024-01-05,0.0,0.0
18,0,0,0,0,2024-01-05 21:30:00+03:00,0,0,0,21.5,2024-01-05,0.0,0.0
18,0,0,0,0,2024-01-05 22:00:00+03:00,0,0,0,22.0,2024-01-05,0.0,0.0
18,0,0,0,0,2024-01-05 22:30:00+03:00,0,0,0,22.5,2024-01-05,0.0,0.0
18,0,0,0,0,2024-01-05 23:00:00+03:00,0,0,0,23.0,2024-01-05,0.0,0.0
18,0,0,0,0,2024-01-05 23:30:00+03:00,0,0,0,23.5,2024-01-05,0.0,0.0
18,0,0,0,0,2024-01-06 00:00:00+03:00,0,0,0,0.0,2024-01-05,0.0,0.0
17,0,0,0,0,2024-01-06 00:30:00+03:00,0,0,0,0.5,2024-01-05,0.0,0.0
17,0,0,0,0,2024-01-06 01:00:00+03:00,0,0,0,1.0,2024-01-05,0.0,0.0
17,0,0,0,0,2024-01-06 01:30:00+03:00,0,0,0,1.5,2024-01-05,0.0,0.0
17,0,0,0,0,2024-01-06 02:00:00+03:00,0,0,0,2.0,2024-01-05,0.0,0.0
17,0,0,0,0,2024-01-06 02:30:00+03:00,0,0,0,2.5,2024-01-05,0.0,0.0
16,0,0,0,0,2024-01-06 03:00:00+03:00,0,0,0,3.0,2024-01-06,0.0,0.0
16,0,0,0,0,2024-01-06 03:30:00+03:00,0,0,0,3.5,2024-01-06,0.0,0.0
16,0,0,0,0,2024-01-06 04:00:00+03:00,0,0,0,4.0,2024-01-06,0.0,0.0
16,0,0,0,0,2024-01-06 04:30:00+03:00,0,0,0,4.5,2024-01-06,0.0,0.0
16,0,0,0,0,2024-01-06 05:00:00+03:00,0,0,0,5.0,2024-01-06,0.0,0.0
16,0,0,0,0,2024-01-06 05:30:00+03:00,0,0,0,5.5,2024-01-06,0.0,0.0
16,0,0,0,0,2024-01-06 06:00:00+03:00,0,0,0,6.0,2024-01-06,0.0,0.0
16,0,0,0,0,2024-01-06 06:30:00+03:00,0,0,0,6.5,2024-01-06,0.0,0.0
16,9,0,9,8,2024-01-06 07:00:00+03:00,2498,0,469,7.0,2024-01-06,15681.6,0.02990766248342006
16,54,0,54,52,2024-01-06 07:30:00+03:00,29568,0,6995,7.5,2024-01-06,101930.40000000001,0.0686252580191974
16,95,0,95,91,2024-01-06 08:00:00+03:00,43464,0,10661,8.0,2024-01-06,178378.2,0.059766271887484006
